original_text,adversarial_text,split
"Samsung ads shifted from Interpublic NEW YORK For the second time in six months, a large worldwide advertiser is shifting its account to agencies owned by WPP Group from agencies owned by Interpublic Group.","Samsung ads modified from Interpublic NOVEL SCARSDALE For the second time in six months, a large worldwide advertiser is shifting its account to agencies owned by WPP Group from agencies owned by Interpublic Group.",calibration
"Exelon in talks to buy PSEG for \$12bn Exelon, the US energy group, is in advanced talks to buy the Public Service Enterprise Group (PSEG) for about \$12bn in stock, according to people familiar with the talks.","Exelon in talk to acquisition PSEG for \$12bn Exelon, the AMERICA electrified clusters, is in advanced negotiations to procuring the Population Serving Enterprise Cluster (PSEG) for about \$12bn in stock, according to humans aware with the talk.",calibration
"Cisco boosts carrier offerings with P-Cube buy Cisco Systems has confirmed that it is to spend \$200m to acquire privately held P-Cube, a California-based developer of internet protocol (IP) service control platforms.","Cisco boosting carrier bids with P-Cube buy Cisco Systems has affirm that it is to expenditure \$200m to acquire secretly held P-Cube, a California-based bidder of cyber minutes (YE) department supervisory podium.",calibration
"News in brief More than 20 passengers were injured when a train was set ablaze yesterday near Bhairab, 50 miles east of Dhaka in central Bangladesh, apparently in retaliation for 22 deaths and hundreds of injuries caused by explosions at an opposition rally.","Beginner in brief More than 20 passengers were injury when a train was set arson yesterday near Bhairab, 50 klicks timorese of Dhaka in central Kolkata, obviously in avenge for 22 decease and gazillion of injury caused by blasting at an contrasting bounce.",calibration
"Presidential Debate, Consumer Data Eyed The first US presidential debate this week and a load of data on consumer spending will settle some questions that have been hanging over US stocks, and equity strategists","Presidential Debate, Consumer Data Eyed The first US presidential discussing this zhou and a load of data on consumer spend will settle some questions that have been hanging over ONS arsenals, and equity designers",calibration
"Novell #39;s Linux, Identity Services Initiative Linux and identity management will be Novell #39;s biggest strengths, according to its chief executive Jack Messman. Messman told delegates at this year #39;s Novell Brainshare Europe event in Barcelona","Novell #39;s Foss, Ids Utilities Measures Windows and identifying managerial will be Novell #39;s biggest kraft, consonant to its chief governance Grey Messman. Messman telling commissioners at this year #39;s Novell Brainshare Europe incident in Barcelona",calibration
Nokia takes Sagem to court Nokia has taken legal action to force smaller French rival Sagem to withdraw its flagship mobile phone and pay damages as it accuses Sagem of copying its designs.,Nokia toma Sagem to court Nokia has taken legal measurements to strength smaller French rival Sagem to withdraw its pennant mobile phone and pay injure as it accuses Sagem of copying its designs.,calibration
Saudi women take to the skies A Saudi woman has been offered a contract as the country's first female aircraft pilot.,Saudi women take to the skies A Saudi woman has been offered a contract as the country's first female aircraft flyboy.,calibration
Palestinian Zakah to Combat Poverty A cohort of Palestinian intellectuals proposed setting up a central Zakah fund to channel the alms into productive projects,Palestinian Zakah to Combat Poverty A cohort of Palestinian scientists proposed setting up a central Zakah fund to channel the alms into productive projects,calibration
"Baseball America As you may have heard, the Red Sox won the first World Series championship for the franchise since 1918. Making that championship even sweeter, they pulled off an unprecedented comeback against the team they and their fans love to hate, the Yankees.","Baseball Usa Because you may have auditions, the Red Sox won the first World Installments starring for the franchises after 1918. Render that tournament also hotter, they pulled off an unprecedented revert against the computers they and their fans love to resent, the Mets.",calibration
"Icelandair in swoop on easyJet Britain #39;s largest low-cost airline, easyJet, was at the centre of frenzied speculation over a Nordic takeover last night after Icelandair revealed it had snapped up an 8.4 stake.","Icelandair in swoop on easyJet Britain #39;s largest low-cost aeroplane, easyJet, was at the center of frenzied supposition over a Northern coup final blackness after Icelandair revealed it had ruptured up an 8.4 staking.",calibration
"iPod User #146;s Guide Introducing his iPod User #146;s Guide, the Wall Street Journal #146;s Walt Mossberg writes, #147;By all accounts, millions of people will buy or receive Apple Computer #146;s iPod digital-music players this holiday season. The gadgets are beautifully designed and simple to operate, which is one reason they #146;re so popular, even after three years on the market and despite a rising number of competitors. #148; Dec 15","iPod Customers #146;s Steering Submitting his blackberry Customers #146;s Guided, the Wall Street Seating #146;s Walt Mossberg scriptures, #147;At all auditors, billions of gens will buys or attains Abel Equipment #146;s walkman digital-music players this holiday season. The gadgets are marvelously fathered and easier to operate, which is one reason they #146;re so moderne, even after three years on the traded and while a rising numbers of competitors. #148; Dec 15",calibration
"Nortel to lay off 3,250 staff worldwide Nortel Networks will lay off about 1,400 employees in the US and about 950 in Canada, with those employees to be notified by the end of June 2005.","Nortel to lay off 3,250 workforce worldwide Nortel Networks will lay off about 1,400 staffers in the US and about 950 in Canadiens, with those employees to be notified by the end of Juni 2005.",calibration
Governor makes his pitch in Japan Arnold Schwarzenegger has never met his match. Rival bodybuilders blocking his quest for a Mr. Universe title? Girly men. Predators from outer space?,Governor makes his pitch in Jap Arnold Schwarzenegger has never met his match. Rival bodybuilders blocking his quest for a Mr. Universe title? Girly men. Predators from outer space?,calibration
"Iran will never hide nuclear activities: FM Iranian Foreign Minister Kamal Kharazi said on Tuesday that Iran would never conduct nuclear activities in hiding, the official IRNA news agency reported.","Muslim will never hide radioactive activities: FM Iranian Foreign Minister Mustafa Kharazi tell on Mardi that Muslim gotta never conduct radioactive activities in hiding, the official IRNA news agency reported.",calibration
"AOL launches shopping service MIAMI - America Online Inc. has launched an online shopping service called inStore that lets users search for products, compare prices and features and set up price-drop alerts.","AOL initiate shopping service MIAMI - America Online Inc. has launched an online purchase service telephoned inStore that entitles consumers frisk for products, compare prices and trait and set up price-drop alerts.",calibration
"Championship season For the city, the team #39;s WNBA championship was the first major professional title for a local franchise in a generation. It #39;s time tomorrow for a downtown civic celebration -- much like the one with the Sonics in 1979.","Championship season During the city, the computer #39;s WNBA championship was the fiirst big vocational designation for a localized reliefs in a generation. It #39;s timeline tommorrow for a downtown civic festivals -- eminently iike the eden with the Sonics in 1979.",calibration
"Brits roll out jam-busting airtaxi Despite the hype, we #39;ve been waiting fifty years for visionaries to come good on their promise of the freedom of the skies for the average Joe.","Brits roll out jam-busting airtaxi Despite the hype, we #39;ve been waiting fifty years for visionaries to come good on their promise of the freedom of the ciel for the average Joe.",calibration
"Ont. set to increase minimum wage for second time in as many years (Canadian Press) Canadian Press - TORONTO (CP) - The 400,000 people who work for minimum wage in Ontario should not be left solely at the mercy of governments to get a raise, said Labour Minister Chris Bentley.","Fi. setting to grow fewer payrolls for sec temps in as many years (Canadian Pisa) Canadian Journalism - CANADIANS (PIS) - The 400,000 volk who work for minimum wage in Ontario should not be left solely at the mercy of governments to get a raise, said Labour Minster Chris Bentley.",calibration
"US wins bid to curb Syria in Lebanon Stepping into the middle of Syria #39;s bid to extend its influence over neighboring Lebanon, the US yesterday won UN Security Council approval of a resolution","US won bidding to curb Mesopotamia in Hezbollah Stages into the oriente of Syria #39;s tender to expanded its implications over neighboring Hezbollah, the US today won JT Warranty Board approval of a resolution",calibration
"Region's consumer confidence dives Not even a World Series win helped. New England's outlook turned decidedly gloomy over the last year as consumer confidence plunged farther than any other part of the country, according to data released today. The Conference Board, a nonprofit economic research group in New York, said its index of consumer confidence for New England dove to 77.9 in November, down ...","Region's consumer confidence dives Not yet a World Series win helped. New England's outlook turned decidedly gloomy over the last year as consumer confidence plunged farther than any other part of the country, according to data released today. The Conference Board, a nonprofit economical research group in New York, said its index of consumer confidence for New England dove to 77.9 in November, down ...",calibration
Hurricanes Likely To Cause Insurers #39; Rates To Rise MIAMI -- Four hurricanes in just six weeks are likely going to force Florida #39;s top two insurers to raise rates or reduce their business in the state.,Hurricanes Presumably To Reason Subscribers #39; Rates To Rising TAMPA -- Fourth tornado in just six chau are likely going to forces Ornament #39;s top three subscriber to increasing rates or reduce their business in the state.,calibration
"Do Not Do This at Home A question parents have pondered for years: When is a child watching too much television? Let's turn to East Lansing, Mich., for the answer. There, a pair of Michigan State wide receivers -- Terry Love and Irving Campbell -- were arrested last week for possessing a dangerous chemical after they allegedly exploded ""MacGyver""-style bombs outside campus apartments. No one was injured in the two explosions. Perhaps, though, these two fine young men watched the wrong program. B.A. Baracus and Hannibal Smith of ""The A-Team"" never would have been caught in such a situation.","Do Not Do This at Home A question parents have pondered for years: When is a child watching too much television? Let's turn to East Lansing, Mich., for the answer. There, a pair of Michigan State wide recipients -- Terry Love and Irving Campbell -- were arrested last week for possessing a dangerous chemical after they allegedly exploded ""MacGyver""-style bombs outside campus apartments. No one was injured in the two explosions. Perhaps, though, these two fine young men watched the wrong program. B.A. Baracus and Hannibal Smith of ""The A-Team"" never would have been caught in such a situation.",calibration
Delta Air Lines reports huge loss for third quarter Delta Air Lines continued its downward spiral toward bankruptcy Wednesday as the company reported a net loss of \$646 million for the third quarter.,Delta Airspace Lines reports huge loss for terzi quarter Delta Air Lines constants its downward spiral toward failure Thu as the corporation advised a nets loss of \$646 million for the third quarter.,calibration
Martha Cleans Up The news media were fascinated by Martha Stewart #39;s surprise request yesterday. She said she wanted to put the entire ImClone Systems (Nasdaq: IMCL) mess behind,Martha Cleans Up The news media were fascinated by Lidia Stewart #39;s surprise request yesterday. She said she wanted to put the entire ImClone Schematics (Nasdaq: IMCL) mess behind,calibration
"Monkey Off Their Back Ironically it was the first regular season game for the Carolina Panthers that not only began the history of the franchise, but also saw the beginning of a rivalry that goes on to this day.","Monkey Off Their Back Ironically it was the upfront habitual season games for the Lowery Panther that not only launch the history of the franchise, but also vu the beginning of a infighting that runs on to this day.",calibration
"Sri Lanka mulls Tiger threat to return to war Colombo: Sri Lanka #39;s president and top aides were Monday studying the latest Tamil Tiger threat to return to their protracted war amid mounting tension in embattled regions, officials said.","Sri Toss mulls Tiger threat to return to guerre Colombo: Sri Lanka #39;s president and top assistants were Monday studying the latest Elam Tiger threat to return to their protracted struggles amid mounting tension in embattled zoning, officials said.",calibration
"Mauresmo dominates Linz final LINZ, Austria (Ticker) - Amelie Mauresmo will return to the top spot in the world rankings after breezing to her fourth title of the year Sunday.","Mauresmo domina Linz final LINZ, Austria (Ticker) - Amelie Mauresmo will return to the top coloration in the monde rankings after breezing to her fourth title of the annum Sonntag.",calibration
"Escalades Most Likely To Be Stolen, Insurance Group Says A midsize sedan and a luxury SUV that also comes as a pickup are the cars most likely to have problems with theft, according to the Insurance Institute for Highway Safety.","Escalades Most Likely To Be Burglary, Insurance Group Says A midsize sedan and a luxury SUV that also comes as a pickup are the cars most likely to have problems with theft, according to the Secure Institute for Road Safety.",calibration
"Enter a Category By genetically enhancing these brain proteins in mice, Henry Lester and colleagues at the California Institute of Technology in Pasadena created a mouse that was far more sensitive to nicotine, the addictive substance in tobacco.","Enter a Category At genetically enhancing these brain antibodies in smiles, Heinrich Leicester and peers at the Bakersfield Establishment of Technology in Pasadena created a smirk that was far more thorny to nst, the addictive drugs in cigarette.",calibration
BAGO BLASTS BACK FOR ARC GLORY Bago restored the lustre to his reputation with a sensational return to form in the Prix de l #39;Arc de Triomphe Lucien Barriere at Longchamp today.,BAGO BLASTS BACK FOR ARC GLORY Bago restored the lustre to his reputation with a sensational return to form in the Nobel de l #39;Arc de Triomphe Lucien Barriere at Longchamp nowadays.,calibration
"Fratton fracas HARRY REDKNAPP and Milan Mandaric face a sensational public showdown today to thrash out the crisis at Portsmouth. Pompey chairman Mandaric, in a bid to clear the air, has agreed to sit side","Fratton fracas HARRY REDKNAPP and Palermo Mandaric face a sensational public showdown wednesday to thrash out the crisis at Almeria. Pompey chairman Mandaric, in a bid to clear the air, has agreed to sit side",calibration
"French public deficit may hit 3.6 of GDP SCHEVENINGEN - The French public deficit is expected to come to 3.6 of output this year and around 3 or slightly less in 2005, Finance Minister Nicholas Sarkozy predicted.","French governmental shortages may hit 3.6 of BLEEP SCHEVENINGEN - The Spanish public shortages is hoped to come to 3.6 of outcomes this year and around 3 or slightly less in 2005, Funding Minister Nicolas Sarkozy predicted.",calibration
"Oil Sets Record as New Violence Flares in Iraq LONDON (Reuters) - Oil prices struck a fresh record on Thursday, spurred higher by renewed violence in Iraq and fresh evidence that strong demand growth in China and India has not been slowed yet by higher energy costs.","Petroleum Sets Record as New Violence Flares in Iraq MANCHESTER (Newsday) - Oil prices struck a fresh record on Thu, spurred higher by renewed violence in Afghani and fresh evidence that strong demand growth in China and India has not been slowed yet by higher energy costs.",calibration
Druyun gets nine-month prison sentence A former top Air Force acquisition executive today was sentenced to nine months in prison for conspiring to help Boeing Co. win a multibillion-dollar Pentagon contract.,Druyun gets nine-month prison sentence A former top Airspace Force acquisition executive nowadays was sentenced to nine months in prison for conspiring to help Airbus Co. win a multibillion-dollar Pentagon contract.,calibration
Natfoods #39;worth more #39; NATIONAL Foods hauled up the auction flag yesterday signalling that the Australian dairy giant could change hands for \$1.81 billion.,Natfoods #39;worth more #39; NATIONAL Foodstuffs transported up the auction bookmark fridays signalling that the Australian albanians mammoth wo alteration hands for \$1.81 billion.,calibration
'Nuclear' bishop quits campaign The former Bishop of Birmingham resigns from Friends of the Earth in a row over the promotion of nuclear power.,'Nuclear' bishop quits campaign The former Bishop of Wolverhampton resigns from Amigos of the Terre in a row over the promotion of nuclear power.,calibration
Network Apologizes For Steamy #39;Monday Night Football #39; Opening ABC is apologizing for a steamy pre-game intro to its quot;Monday Night Football quot; broadcast with some of the actresses from quot;Desperate Housewives.,Network Excuse For Steamy #39;Today Night Flask #39; Opening RUDIMENTS is apologised for a steamy pre-game intro to its quot;Monday Night Football quot; broadcast with some of the actresses from quot;Desperate Housewives.,calibration
"Olympics sport solid ratings Gyms worldwide were dark in anticipation of the Olympic gymnastics competition, NBC's Al Trautwig said this week in a dramatic introduction -- and then the cameras pulled back to reveal row after row of empty seats in Athens.","Olympics gym solid ratings Gyms worldwide were dark in anticipation of the Medalist gyms competition, NBC's Al Trautwig said this week in a dramatic introduction -- and then the cameras pulled back to reveal row after row of empty seats in Acropolis.",calibration
"Hoon wavers on Black Watch Christmas return Geoff Hoon, the Defence Secretary, appeared to back off last night from Tony Blair #39;s promise to Parliament that a Black Watch battle group being redeployed to help US Marines near Baghdad will be home by Christmas.","Hoon wavers on Black Watch Christmas return Geoff Hoon, the Defence Secretary, appeared to back off yesteryear nighttime from Toni Blair #39;s promise to Parliament that a Calico Observation battle grupo being redeployed to help ONS Marines near Bagdad will be home by Christmas.",calibration
"Shell clears Nigeria bases OIL giant Royal Dutch/Shell has evacuated two platforms in Nigerias southern region, following clashes between troops and militia fighters.","Shell expunge Nigeria bases OIL giant Royal Dutch/Shell has vacated two platforms in Nigerias southern zoning, following clashes between troops and guerilla fighters.",calibration
"Blair Faces Test of Bush Friendship on Environment (Reuters) Reuters - Tony Blair will get short shrift from\George W. Bush on global warming when he leads the G8 in 2005\but the fight with Washington might help him shed the ""poodle""\tag he got over support for the Iraq war, analysts say.","Blair Faces Test of Bush Friendship on Milieu (Reuters) Reuters - Tony Blair will get short shrift from\George W. Bush on global heated when he leads the G8 in 2005\but the fight with Washington might help him shed the ""poodle""\tag he got over support for the Iraq war, analysts say.",calibration
"Orange makes phones talk to the blind PARIS - Orange SA will offer blind customers a software application designed to make their mobile phones talk to them, as part of a new package of services for the visually impaired that will go on sale in France Thursday.","Orange makes handset chitchat to the unthinking PARISIAN - Orange SA will offer blind customers a software asks destined to make their mobile phones speaks to them, as fractions of a new packing of services for the vividly eroded that will budge on trade in France Thursday.",calibration
NCSSM students #39; research wins national competition Lucie Guo #39;s grandfather died of cancer in China before she was born because doctors failed to detect the disease early enough to save him.,NCSSM pupils #39; inquiry wins national competition Lucie Guo #39;s grandfather died of cancer in China before she was born because doctors failed to detect the disease early enough to save him.,calibration
"#39;Fever Pitch #39; Gets World Series Footage Boston Red Sox #39;s catcher Jason Varitek jumps into the arms of pitcher Keith Foulke after beating the St. Louis Cardinals 3-0 to win the World Series Wednesday, Oct. 27, 2004, in St.","#39;Classics Pitch #39; Gets Monde Periodicals Footage Harvard Red Sox #39;s batsman Jas Varitek hops into the waffen of pitcher Kith Foulke after overpowering the St. Luiza Orioles 3-0 to win the Globally Series Wednesday, Oct. 27, 2004, in St.",calibration
"Comcast, Microsoft to Deploy Video Recorder Set-Tops REDMOND, Washington (Reuters) - Microsoft Corp. MSFT.O and cable television provider Comcast Corp. CMCSA.O said on Monday they would begin deploying set-top boxes powered by Microsoft software starting next week.","Comcast, Microsoft to Deploy Tape Vcrs Set-Tops REDMOND, Washington (Reuters) - Microsoft Corp. MSFT.O and cable television provider Comcast Corporation. CMCSA.O said on Monday they would begin deploying set-top boxes powered by Microsoft software starting next week.",calibration
"Gagne Pitches in Montreal One Last Time (AP) AP - Even with a big lead, Eric Gagne wanted to pitch in front of his hometown fans one last time.","Gagne Pitches in Québec One Last Times (HECTARES) HECTARES - Even with a big lead, Arik Gagne wanted to netball in front of his hometown fans one latter time.",calibration
"Kuznetsova wins WTA Tour Championships opener Svetlana Kuznetsova didn #39;t show the form that saw her win the US Open, but she was good enough on Wednesday to win her opening round-robin match at the WTA Tour Championships against an erratic Vera Zvonareva.","Kuznetsova triumphs WTA Travels Featuring unblock Svetlana Kuznetsova didn #39;t shows the manner that vu her wins the VS Unlocked, but she was nice suitably on Yesterday to win her initiation round-robin matchmaking at the WTA Journey Championships against an erratic Authentic Zvonareva.",calibration
"SMS and surfing go sky high! Boarding a flight would no longer mean doing away with your communication on your cell phone, with Airbus having developed technology that enables passengers to use their mobiles without interrupting navigational systems.","DT and surfer go sky high! Boarding a flight would no longer mean doing away with your communication on your cell phone, with Boeing having devised technology that permitting passengers to use their mobiles without interrupting navigational systems.",calibration
"Saddam Told Interrogators of Iran Fixation WASHINGTON - Saddam Hussein was obsessed with his status in the Arab world, dreaming of weapons of mass destruction to pump up his prestige. And even as the United States fixated on him, he was fixated on his neighboring enemy, Iran...","Bagdad Told Researcher of Moslem Fixation DC - Clash Taha was obsessed with his stipulations in the Arab world, dreaming of weapons of masse ruining to pump up his prestige. And even as the Uni Nation fixated on him, he was fixated on his neighboring haters, Iran...",calibration
Vietnam official's son detained The son of a high-ranking trade official in Vietnam is arrested on fraud allegations.,Minh official's filho imprisoning The sons of a high-ranking trade official in Vietnam is arrested on fraud indictments.,calibration
"US Air Force launches a GPS satellite The US Air Force launched a global positioning system satellite Saturday from Cape Canaveral, Fla. It was the 12th successful launch of the new-generation GPS IIR spacecraft.","US Air Strength startup a GPS satellite The AMERICANS Midair Kraft launched a international positioning system satellite Saturday from Overcoat Canaveral, Fla. It was the 12th fertile starts of the new-generation GPS IIR battleship.",calibration
"The Rundown Recall this little score from last season: Sooners 77, Aggies 0. Think folks in College Station remember that? This could have been the most important game in the Big 12 #39;s season, but Texas A amp;M slipped up","The Reducing Recalls this few score from ultimate seasons: Sooners 77, Aggies 0. Idea grooms in Academic Station recollect that? This would have been the most important gaming in the Huge 12 #39;s season, but Texas paras amp;metres crept up",calibration
"2 Aid Workers Are Freed After 3 Weeks in Captivity Two Italian aid workers kidnapped 21 days ago in an audacious daylight raid were freed Tuesday, the prime minister of Italy announced.","2 Aid Workers Are Freed After 3 Weeks in Incarceration Two Italian helped workers hijack 21 days ago in an audacious daylight raid were liberating Tuesday, the premium minister of Italy announced.",calibration
"Ballesteros Under Tour Probe for Alleged Assault SOTOGRANDE, Spain (Reuters) - Severiano Ballesteros is to be investigated by the European Tour following an alleged assault on one of the tour's tournament directors at his home course Pedrena.","Fazio During Tour Probe for Hypothetical Assault SOTOGRANDE, Spain (Reuters) - Severiano Fazio is to be investigated by the European Rook following an presumption assault on one of the tour's eurovision directors at his houses curriculum Pedrena.",calibration
Cuper appointed Mallorca coach Argentine Hector Cuper signed a three-year deal with struggling Spanish first division side Real Mallorca. Cuper #39;s task is to turn around the fortunes of the club currently second from bottom of the Primera Liga.,Cuper appointments Almeria instructors Paraguayan Nestor Cuper signed a three-year deal with struggling Spanish first dividing cara Real Mallorca. Cuper #39;s remit is to turn around the oligarchs of the discotheque currently second from bottom of the Prima Liga.,calibration
Rogers Wireless Makes Bid for Microcell Canadian wireless operator Rogers Wireless Communications has launched a takeover of competitor Microcell. The combined company would have more than 5.1 million voice and data subscribers in Canada.,Robinson Cordless Makes Bid for Microcell Canadian wireless operator Rutgers Wireless Communications has launched a procurement of competing Microcell. The combines enterprises would have more than 5.1 million voice and data subscription in Canada.,calibration
"Injured Woods Two Shots Back at Amex THOMASTOWN, Ireland - Tiger Woods looked as if he should have withdrawn with a bad back. He played as if he was capable of winning the American Express Championship for a third straight time...","Injured Woodlands Two Tequilas Retrograde at Amex THOMASTOWN, Northerners - Leopard Forests looked as if he should have withdrawn with a bad back. He played as if he was capable of winning the American Express Championship for a third straight time...",calibration
FireFox Developers Riding the Wave The publicity avalanche surrounding FireFox continues unabated. News.com profiles developers at the forefront of the FireFox developer movement and explains how some crafty developers are taking advantage,FireFox Architects District the Tide The publicity avalanche adjoining FireFox continues unabated. News.com portrayal sponsors at the forefront of the FireFox developer transportation and explains how some crafty constructors are taking advantage,calibration
UK #39;s ARM to buy Artisan of US British semiconductor designer ARM Holdings said Monday it has agreed to buy US technology firm Artisan Components for \$913 million in cash and stock to boost its product range and reach more customers.,UK #39;s WEAPONS to procure Artisan of OURS Britannica semiconductor designer ARMES Holdings said Today it has endorsed to procuring OUR technology farmhouse Craftsmen Component for \$913 million in cash and stock to enhancing its product range and obtain more customers.,calibration
Girl-next-door Gemma is all the vogue in America NEDLANDS teenager Gemma Ward has scored one of the biggest coups of her short modelling career - the cover of style bible American Vogue.,Girl-next-door Gemma is all the vogue in America NEDLANDS teenager Gemma Ward has scored one of the biggest coups of her short modeling career - the cover of style bible American Vogue.,calibration
"Helicopter Stunt Pilots to Snag Stardust for NASA NASA has recruited two Hollywood helicopter stunt pilots for an especially tricky maneuver -- snagging a capsule full of stardust as it parachutes back to Earth next month, mission managers said on Thursday.","Helicopter Stunt Pilots to Pitfall Ashes for ASTRONAUT ASTRONAUT has recruited two Hollywood helicopter stunt pilots for an especially tricky maneuver -- snagging a capsule full of dust as it parachutes back to Overland next month, mandates managers said on Sunday.",calibration
"Eagles clinch fourth straight division title CBC SPORTS ONLINE - Unlike every other team in the NFL, the Philadelphia Eagles are secure in the knowledge they are heading to the playoffs.","Broncos playoff fourth straight partition title CBC SPORTING INTERNET - Unlike every other computers in the NFL, the Phila Seahawks are secure in the expertise they are headers to the playoffs.",calibration
McLeish gives Smith vote of approval for Scotland job THE imminent appointment of Walter Smith as Scotland football manager has been given a glowing endorsement by leading figures in the game.,McLeish gives Smith vote of approval for Scots jobs EL imminent appointment of Sauer Smith as Scotch football mgr has been bestowed a glowing ratification by leading digit in the gaming.,calibration
"Royal and Sun Alliance to move 1,100 jobs to India LONDON : Insurer Royal and Sun Alliance became the latest high-profile British firm to announce a mass transfer of jobs to India, saying it plans to move 1,100 positions there by 2006, saving the group 10 million pounds annually (14.","Royal and Sun Alliance to move 1,100 occupations to Indie UK : Insurer Proprietary and Sunlight Alliance became the latest high-profile English resolute to announce a mass transfer of jobs to India, saying it plans to move 1,100 stances there by 2006, saving the group 10 million livres annually (14.",calibration
"No Action Taken After OFHEO Probe The inspector general at the Department of Housing and Urban Development has closed, without any enforcement action, an investigation into whether there was improper political influence at the agency that regulates Fannie Mae.","No Action Taken After OFHEO Probe The inspector general at the Department of Habitation and Urban Development has closes, if any enforcement action, an investigation into whether there was inopportune political influence at the agency that legislate Fanny Mfa.",calibration
"Meet Glenn McGrath, Australias new batting star GLENN McGrath wont have to worry about the total number of his Test wickets exceeding his run tally at least for a while. Australian team-mates had teased him that his total wickets up to the first Test against","Meet Griffiths brendan, Australias novel innings star GLENN brendan wont have to disturb about the total numbers of his Tryouts wickets exceeding his executes earl at fewest for a while. Dollar team-mates had teased him that his entire booths up to the premiere Ordeals against",calibration
Saints' Gleason apologizes for low blow Saints special teams captain Steve Gleason expects to be fined by the league after being ejected from Sunday's game against the Carolina Panthers for throwing a punch.,Saints' Gleason apologise for low blow Santi special pc commander Steven Gleason wait to be penalties by the society after being deported from Sunday's gaming against the Caroline Bulldogs for jeter a punch.,calibration
"Els Wins Record Sixth Match Play Title Ernie Els won the World Match Play title for a record sixth time on his 35th birthday, beating Lee Westwood 2 and 1 Sunday to capture golf's biggest payday - \$1.8 million.","Sle Wins Record Six Coupling Playing Title Hobo Els won the World Coupling Gambling denomination for a records fourth time on his 35th celebrating, beating Read Westwood 2 and 1 Sonntag to catches golf's largest mortgages - \$1.8 million.",calibration
"Healthcare is Different The U.S. President has said that the problem with health care is the lawyers. He doesn't seem to think that there are any other problems we should be concerned about, and the free market is the best way to determine how much you would be willing to pay for health care. The President is pushing our current system, and his challenger is doing the same.","Healthcare is Varied The U.S. President has said that the problem with health care is the lawyers. He doesn't seem to think that there are any other problems we should be concerned about, and the free market is the best way to determine how much you would be willing to pay for health care. The President is pushing our current system, and his challenger is doing the same.",calibration
Nikkei at 2-Week Closing Low TOKYO (Reuters) - The Nikkei average fell for a third straight session to hit a two-week closing low on Friday as renewed earnings concerns prompted selling in Sony Corp. and its rivals.,Nikkei at 2-Week Closings Low TOKIO (Newsday) - The Nikkei medio plummeted for a terzi consecutively sit to hit a two-week closing low on Mardi as renewed wages qualms provoked resell in Xbox Corp. and its competitors.,calibration
EU-Turkey Deal Hailed as a Bridge Builder BRUSSELS (Reuters) - The EU's historic deal with Turkey to open entry talks with the vast Muslim country was hailed by supporters as a bridge builder between Europe and the Islamic world.,EU-Turkey Deals Praises as a Bridge Builder BRUSSELS (Reuters) - The EU's chronological deals with Anatolia to open inlet discussion with the vast Aslam country was commended by enthusiasts as a jumpers builder between Europe and the Aslam world.,calibration
Competitiveness #39;s 800-Pound Gorillas NEW YORK - The World Economic Forum looks at countries #39; competitiveness through both ends of the economist #39;s telescope--the macro end and the micro one.,Competitiveness #39;s 800-Pound Gorillas NOUVEAU YORKER - The World Thrifty Forum appears at countries #39; challengers through both ends of the sociologist #39;s telescope--the macro end and the micro one.,calibration
"Hostage in Iraq might be Charlotte man BAGHDAD, Iraq - A contractor who left Charlotte to work in Iraq is feared to be in the hands of insurgents. Dean Sadek lived on Hanna Court near Sharon Amity Road in east Charlotte before he moved overseas","Bailout in Bagdad might be Charlotte man AFGHANI, Iraqi - A contractor who exited Wilmington to work in Iraqi is misgivings to be in the hand of rebelling. Dean Sadek lived on Hana Backyard near Charon Goodwill Road in east Charlotte before he moved overseas",calibration
"Fisis ready to go! Giancarlo Fisichella will test the Renault R24 for the first time next Wednesday, and hes raring to go!","Fisis ready to go! Giancarlo Fisichella will test the Reynaud R24 for the first time next Wednesday, and hes raring to go!",calibration
Verizon Catches the NextWave Arguably the longest running soap-opera drama in the wireless industry has announced its final episode: Verizon Wireless (NYSE: VZ) announced plans to acquire assets of a reorganized,Verizon Catches the NextWave Arguably the hugest implementation soap-opera drama in the wireless mun has announces its definitive episode: Verizon Bluetooth (NYSE: VZ) announce plans to acquire wares of a rearranged,calibration
"Unidentified submarine found in Japanese waters An unidentified submarine was found in the Japanese waters Wednesday morning, Chief Cabinet Secretary Hiroyuki Hosoda said. The submarine was spotted in Japan #39;s territorial waters","Unknown submersibles discoveries in Japanese waters An undiscovered undersea was unearthed in the Japanese waters Wednesday morning, Chief Cupboard Secretary Hiroyuki Hosoda said. The diving was spotted in Japan #39;s territorial waters",calibration
"Hackers force creation of more IT security jobs Security specialists are now in great demand, thanks to a boom in malicious attacks on computer systems by hackers and viruses, and an array of new communications technologies that carry new security risks.","Intruders force institution of more IT guaranteed jobs Insurance specialists are now in great demand, thanks to a boom in diabolical assault on computer systems by sneakers and viruses, and an cabs of new communications technologies that transporting new certainty risks.",calibration
"Wireless Business Helps Lucent Profit CHICAGO (Reuters) - Lucent Technologies Inc. LU.N , among the world's largest makers of telecommunications equipment, on Wednesday said quarterly earnings rose, helped by improvement in its wireless networks business, which makes base stations and other products.","Wireless Business Helps Lucent Incomes MILWAUKEE (Newsday) - Lucent Technologies Inc. LO.nitrogen , among the world's largest makers of telecommunications equipment, on Wednesday said quarterly revenue soars, helped by improvement in its walkie networks enterprises, which makes base stations and other products.",calibration
