original_text,adversarial_text,split
Europe to Sue Over Data Greece Gave on Economy The European Commission said it would sue Greece for submitting incaccurate deficit figures before joining the euro zone in 2001.,Europe to sue over as egypt Gave on debt that a commissioner say it could sue Greece for submitting incaccurate total data before joining the euro zone in 2001.,calibration
"ABC News Fighting Kills at Least 16 in Iraq An injured Iraqi woman cries out at the scene of an insurgent mortar strike in the Dora section of Baghdad, Iraq, Monday, Nov. 15, 2004.","ABC sports Fighting Kills at Least 16 in Iraq An injured Iraqi woman cries out at the scene of an insurgent mortar strike in the Dora section of Baghdad, Iraq, Monday, Nov. 15, 2004.",calibration
"IBM expands China research site in mid-market push Big Blue adds ""innovaton center"" to its China Research Lab to develop technology catering to small and midsize businesses.","a expands china research centre in mid-market push Big Blue added ""innovaton centre"" to its chinese industrial institute to develop a exclusively to new and midsize businesses.",calibration
"Dell #39;s CEO rejects the idea of buying IBM #39;s PC business. Michael Dell has seen the future and it #39;s a 128-node quot;MegaGrid quot; running the Linux operating system on Dell servers at Oracle #39;s lab in Austin, Texas.","Dell #39;s board rejects the proposal of buying IBM #39;s PC business. Michael Dell has seen the future and it #39;s a 128-node quot;MegaGrid quot; and the operating operating system on Dell computers at Oracle #39;s lab in Austin, Texas.",calibration
"U.S. Said Showing New Flexibility in N.Korea Talks WASHINGTON (Reuters) - The United States showed some new flexibility in recent talks with North Korea on the nuclear issue but Pyongyang was unimpressed and is resisting participation in a new round of formal six-party negotiations, U.S. officials and experts said on Friday.","in.e. Said Showing New Flexibility in N.Korea Talks WASHINGTON (reuters) - The United States showed some new flexibility in recent talks with saudi Korea on the energy issue but Pyongyang was unimpressed and is tentative participation in a new round of formal six-party negotiations, U.S. sources and consultants said on Friday.",calibration
"Fans Calling for Tickets Get Sex Line (AP) AP - Charlotte Bobcats fans were in for a surprise if they dialed an NBA ticket number listed in a local phone book: Instead of getting seats, they were told to call a sex chat line.","Fans Calling for Tickets Get Sex service (AP) ea - montreal Bobcats fans were in for a surprises if they got an hockey ticket code available in a local phone book: Instead of getting seats, they were ordered to use a sex chat line.",calibration
Meet The Team: Race Team Spares Man Geoff Simmonds is in charge of managing all the spare parts at the races. Its a key role heres an explanation of what it involves,the The side: Race and Spares Man steve Simmonds is in head of managing all the spare parts at the works. Its a key role heres an details of what it involves,calibration
Alcoa to shutter Ohio automotive components plant PITTSBURGH Alcoa said today it will take a seven (m) million dollar charge to close an automotive components plant in Ohio due to overcapacity.,Alcoa to shutter ohio automotive products building website Alcoa said the it will take a million (m) vision dollar cost to end an automotive components manufacturing in Ohio due to overcapacity.,calibration
"D.C. Councilmen, Residents Protest Baseball Plan WASHINGTON (Reuters) - Citizens' groups, residents and some Washington, D.C., councilmen on Tuesday protested Mayor Anthony Williams' proposed \$440 million baseball stadium plan, calling it a ""giveaway"" to Major League Baseball.","D.C. Councilmen, Residents Protest to planned potomac (Reuters) - Citizens' groups, students and some Washington, D.C., councilmen on the protested Mayor Anthony Williams' proposal \$440 million olympic stadium plan, calling it a ""giveaway"" to Major star Baseball.",calibration
"ElBaradei Says Unclear if Iran Nuke Plans Peaceful (Reuters) Reuters - It is unclear if Iran's nuclear\ambitions are entirely peaceful, but there is still no firm\evidence that Tehran is secretly developing atomic weapons as\Washington asserts, the U.N. nuclear watchdog said on Tuesday.","ElBaradei Says that if far Nuke Plans an (Reuters) Reuters - It is unsure if Iran's nuclear\ambitions are actually viable, but there is also no firm\evidence that it is secretly using isotope ones as\pentagon asserts, the U.N. energy watchdog wrote on Tuesday.",calibration
"Philips Warns on Sales, Sees 05 Slowdown AMSTERDAM (Reuters) - Europe's top consumer electronics group Philips PHG.AS cut the sales forecast for its closely-watched chip unit on Friday and predicted much smaller growth for the semiconductor industry next year.","Philips Warns on Sales, Sees 05 Slowdown AMSTERDAM (telegraph) - Europe's top consumer electronics group nokia PHG.com cut the sales forecast for its closely-watched chip units on Friday and predicted much smaller growth for the semiconductor industry next year.",calibration
"Call for vast Chinese power spend China needs to invest \$120bn (67bn) over the next five years to increase electricity supplies to meet demand, a leading Chinese official has said.","Call for vast smart power spend China needs to invest \$120bn (67bn) over the next five years to increase electrical supplies to meet demand, a leading Chinese official has said.",calibration
"Upcoming Golf Last year: JL Lewis closed with a course-record 62 for a two-stroke victory over Frank Lickliter, Stuart Appleby and Tim Petrovic.","new Golf on year: JL Lewis closed with a course-record tee for a two-stroke won over Frank Lickliter, Stuart Appleby and tom Petrovic.",calibration
"NY oil prices fall as storm worries wane NEW YORK : Oil prices retreated in New York and rose marginally in London as worries about the impact of Hurricane Frances subsided, traders said.","NY oil prices fall as storm worries wane NEW on : and wages retreated in New York and rose marginally in London as warnings about the impact of e b increase, trades said.",calibration
"Spice Isle in ruins BRIDGETOWN, Barbados - There are reports that at least 12 people were killed and 90 per cent of all homes in Grenada have been destroyed by Hurricane Ivan which has left quot;incalculable destruction quot; in the Caribbean #39;Isle of Spice #39;.","Spice Isle in ruins BRIDGETOWN, mauritius - we are records that at approximately 100 inhabitants were affected and 100 per percent of all dwellings in record have been completed by Hurricane katrina which has found quot;incalculable ruin quot; in the bahamas #1938;Isle of Spice #1939;.",calibration
New Accounts Boost Omnicom Profit (Reuters) Reuters - Omnicom Group on Tuesday\reported a higher quarterly profit as the world's largest\advertising group added several high-profile accounts to its\roster and benefited from higher global ad spending.,New Accounts Boost Omnicom Profit (Reuters) reuters - Omnicom Group on Tuesday\reported a higher quarterly profit as the world's largest\advertising group added several high-profile accounts to its\roster and benefited from higher global ad spending.,calibration
Infineon says funds are enough to cover price-fixing cases BERLIN Infineon Technologies said Thursday that it had set aside enough funds to settle additional antitrust probes and civil suits after agreeing to plead guilty in the US to fixing prices for memory chips.,Infineon says funds are enough to handle price-fixing lawsuits berlin Infineon Technologies said Thursday that it had set aside enough funds to settle additional antitrust probes and civil suits after agreeing to plead guilty in the US to fixing prices for memory memory.,calibration
"Premier pays 70m for Bird #39;s Custard Premier Foods, the manufacturer of foods with long shelf lives, is to acquire Bird #39;s, the best-selling custard brand that has drenched countless dishes of jam sponge and spotted dick during its 167-year history.","Premier pays 70m for Bird #39;s Custard Premier products, the brand of foods with longer shelf lifespan, is to become Bird #9;s, the best-selling custard brand that has drenched hundreds dishes of tom turtle and turtle dick during its 167-year history.",calibration
"Vonage Dodges State Regulations The FCC decides that cable, phone and other companies offering internet-based phone services fall under federal jurisdiction. The company calls the ruling a victory for consumers.","Vonage Dodges oregon Regulations after FCC decides that cable, phone and other companies offering internet-based phone services fall under federal jurisdiction. The company calls the ruling a victory for consumers.",calibration
"Morgan Stanley Profit Falls 34 Percent (Reuters) Reuters - U.S. investment bank Morgan Stanley\ on Wednesday said quarterly profit dropped 34 percent\amid reduced trading revenue, falling well short of Wall\Street's already-lowered expectations and pushing the company's\shares down more than 8 percent.","Morgan Stanley Profit Falls 34 Percent (Reuters) Reuters - U.S. venture bank Morgan Stanley\ on Wednesday said quarterly profit dropped 34 percent\amid reduced trading revenue, falling well short of Wall\Street's already-lowered expectations and pushing the company's\shares down more than 9 percent.",calibration
"Half-Life 2 In Stores Now November 16, 2004 - VU Games sends word that Half-Life 2 is now officially in stores: Why is the first minute of Tuesday, November 16th so newsworthy?","Half-Life 2 In Stores Now November 18, 3 - VU s signs word that Half-Life 2 is now officially in stores: Why is the first minute of Tuesday, November 18 so newsworthy?",calibration
"Change of habit might be key to drug's success To turn its new multiple sclerosis treatment Antegren into a blockbuster drug with more than \$1 billion in annual sales, Biogen Idec and its partner, Elan Pharmaceuticals, might not have to persuade doctors that it is superior to existing interferon treatments. Partial data released by the companies appear to confirm the treatment's outstanding clinical performance.","in of wear can be beneficial to drug's goal to grow its new multiple sclerosis solution Antegren into a blockbuster combination with more than \$1 000 in annual sales, Biogen Idec and its partner, Elan Pharmaceuticals, might not have to petition users that it is available to existing interferon applications. Partial feedback leaked by the vendors is to demonstrate the treatment's demonstrated product efficacy.",calibration
"French driver killed in motorcycle rally racing in Egypt #39;s desert French driver Richard Sainct died in a crash Wednesday during the fourth stage of the International Cross Country Rally, Pharaohs Rally in Egypt.","French driver killed in motorcycle rally driving in Egypt #l;s desert French founder jacques Sainct died in a accident in during the fourth anniversary of the International Cross river Rally, Pharaohs Rally in Egypt.",calibration
U.S.C.'s Star Receiver Will Not Be Reinstated Mike Williams learned Thursday that the N.C.A.A. had denied his request for reinstatement because of questions concerning his academic eligibility and amateur status.,U.S.C.'s Star Receiver is Not Be Reinstated mike moore learned friday that the N.C.A.A. had denied his request for reinstatement because of violations over his academic rights and utility rights.,calibration
"Report: Bayer Delayed Warning on Cholesterol Drug NEW YORK (Reuters) - Bayer AG may have known its withdrawn cholesterol-lowering drug Baycol caused a high rate of a serious muscle condition more than a year before it added a warning to its label, according to a prominent medical journal.","Report: Bayer Delayed Warning on Cholesterol in NEW usa (Reuters) - Bayer AG may have known its withdrawn cholesterol-lowering drug Baycol caused a high rate of a serious muscle condition more than a year before it added a warning to its label, according to a national sports journal.",calibration
"Leading Indicators Fall 0.3 Pct. in Oct. The economy could be headed for slower growth in the next several months, according to a report released Thursday by a private research group.","Leading Indicators Fall 0.3 Pct. in Oct. a industry could be headed for slower development in the next several years, according to a report released Thursday by a private research group.",calibration
Rebel Leader Trial Descends Into Chaos -- Again (Reuters) Reuters - Peru's retrial of\Shining Path rebel leader Abimael Guzman turned into a farcical\mud slinging on Friday as one judge quit the case and the\prosecutor called on the two other justices to resign.,Rebel cause bench Descends to Chaos -- Again (reuters) Reuters - Peru's retrial of\Shining path brigadier brigadier Abimael brigadier turned into a farcical\mud slinging on monday as one judgment quit the case and the\prosecutor asked on the two other justices to resign.,calibration
"Microsoft, Intel Spread Digital Joy Microsoft and Intel are joining forces to conquer US living rooms and make further inroads into the coveted consumer electronics space.","a, Intel Spread Digital Joy Microsoft and they are one forces to dominate US all this and make further inroads into the lucrative luxury electronics space.",calibration
"Boxing Comebacks a Mixed Bag; 82 of Media Say Trinidad-Mayorga ... Whether its money, the roar of the crowd or just to improve ones place in history, there are more boxers who later regret the decision to return to the ring rather than those who stay home.","in Comebacks a Mixed box; thousands of Media Say Trinidad-Mayorga ... Whether its money, the voice of the audience or just to take its place in legacy, there are more boxers who now take the move to come to the world as than those who work abroad.",calibration
"Game Recreates JFK #39;s Assassination NEW YORK - Just in time for Monday #39;s 41st anniversary of President John F. Kennedy #39;s assassination, a tasteless Internet game is being launched that lets players be Lee Harvey Oswald.","Game Recreates JFK #39;s Assassination NEW YORK - Just in time for Monday #39;s 41st centennial of President John F. Kennedy #39;s assassination, a tasteless unofficial game is being started that lets players be Lee Harvey Oswald.",calibration
"SORRY DAD, SAYS HARRY PRINCE Harry has said sorry to Prince Charles over his nightclub clash with a photographer. The 20-year-old apologised after explaining why he lunged at Chris Uncle.","SORRY DAD, SAYS HARRY PRINCE Harry has said sorry to him Charles over his nightclub clash with a photographer. The 20-year-old apologised after explaining why he lunged at Chris Uncle.",calibration
"Russia's Putin Lauds Ukraine PM in TV Appearance KIEV (Reuters) - Russian President Vladimir Putin made an unprecedented television appearance in neighboring Ukraine days before presidential elections, endorsing the record of the prime minister, one of two top candidates.","Russia's russian Lauds Ukraine him in TV Appearance KIEV (2013) - Russian presidential vladimir him on an famous the presentation in nearby year as before presidential elections, endorsing the job of the budget minister, one of two key candidates.",calibration
"Two Soldiers Attached To 1st Cav Charged With Murder Staff Sgt. Johnny Horne, Jr., and Staff Sgt. Cardenas Alban have been charged with murder in the death of an Iraqi, the 1st Cavalry Division announced Monday.","Two scouts Attached To 1st Cav Charged With Murder Staff g. Johnny jones, Jr., and Staff gen. Cardenas Alban have been charged with murder in the death of an american, the 1st field Division announced friday.",calibration
"Annan Disappointed in Son #39;s Link to Corruption Probe Company UN Secretary-General Kofi Annans son was paid more than 16,000 a year for five years by a company under investigation in the UNs Iraq oil-for-food programme corruption probe.","Annan Disappointed in the #40;s report to transparency case company UN Secretary-General Kofi Annans and was owed more than rs,000 a block for 5 years by a company under disqualified in the UNs kuwait oil-for-food company misconduct probe.",calibration
"Two Rockets Hit Downtown Baghdad Sheraton Security guards at the Palestine hotel said two rockets hit the nearby Sheraton hotel, shattering windows and filling the main lobby of the hotel with smoke and debris.","Two Rockets Hit Downtown downtown Sheraton Security guards at the other building said two fireworks hit the nearby Sheraton hotel, shattering windows and filling the main lobby of the hotel with smoke and debris.",calibration
"Stocks Up on PeopleSoft Deal, Retail Data NEW YORK (Reuters) - U.S. stocks rose on Monday after software maker PeopleSoft Inc. PSFT.O accepted rival Oracle Corp.'s ORCL.O buyout offer and a government report showed better-than-expected retail sales in November, signaling an uptick in consumer spending.","Stocks listed on PeopleSoft Deal, sold info ny s (wire) - U.S. market rose on november after software maker PeopleSoft Inc. PSFT.e accepted rival Oracle Corp.'s ORCL.s buyout offer and a government report showed better-than-expected retail sales in November, signaling an uptick in consumer spending.",calibration
"THE HOUR: When Time Isn #39;t on Israel #39;s Side Some 20 years ago, Ehud Olmert now deputy prime minister of Israel, recently mayor of Jerusalem, back then a rising star in Israel #39;s right-wing firmament was among the principal speakers at a United Jewish Appeal event in ...","THE second: When Time Isn #39;t on Israel #39;s Side Some 20 years ago, Ehud Olmert now in the head of if, past mayor of haifa, back then a rising stars in industry #40;s right-wing firmament was one the featured speakers at a great hash league event in ...",calibration
Forget IBM Forget about IBM and all the other dinosaurs. But remember the investment lessons they offer.,a IBM Forget about IBM and all the other dinosaurs. But remember the research lessons they offer.,calibration
"Kerry Pays Nostalgic Visit to Iowa (AP) AP - John Kerry paid an emotional return visit Friday to the state that launched him toward his party's nomination for president, saying he felt ""an unbelievable wave of nostalgia.""","Kerry Pays Nostalgic Visit to Iowa (AP) AP - John mccain paid an emotional return visit Friday to the territory that launched him toward his party's nomination for mccain, saying he felt ""an unbelievable wave of nostalgia.""",calibration
"US-Russia Space Crew Lands on Earth Russian rescue workers help astronauts get out of the Soyuz escape capsule after Russian cosmonauts Gennady Padalka, Yuri Shargin, and American NASA astronaut Mike Fincke from international space station were parachuted near the town of Arkalyk in north","US-Russia Space storm falls on earth Russian relief miners rescue first gotten out of the russian rescue crew after Russian cosmonauts Gennady Padalka, mikhail Shargin, and American astronaut pilot tyler Fincke from international progress station were parachuted over the settlement of Arkalyk in north",calibration
"Lucent, Unions Have Tentative Agreement CHICAGO (Reuters) - Lucent Technologies Inc. LU.N on Tuesday said it reached a tentative labor agreement with the two unions representing about 10 percent of its work force, ending a month of bargaining over a range of issues including health care.","Lucent, Unions are Tentative agreements international (Reuters) - Lucent systems international. LU.N on Tuesday said it reached a peaceful labour alliance with the three unions comprising about 9 million of its workers population, ending a night of solidarity over a number of topics on health care.",calibration
"Turkey must reform courts, warns Barroso Pressure mounted on Turkey yesterday to push ahead with far-ranging legal reforms, as the incoming European Commission president, Jose Manuel Barroso, said that Ankara has not yet done enough to start talks on EU membership.","it must reform courts, warns Barroso Pressure mounted on licence the to push ahead with far-ranging legal reforms, as the incoming European Commission director, costa francisco Barroso, said that Ankara has not yet done enough to start talks on EU membership.",calibration
"NFC Device Payment Technology Gets Boost The idea of paying for things by swiping a cell phone near a payment terminal received another boost Tuesday with the announcement that Philips, Nokia and a German train company will launch trials of the technology early next year.","NFC Device Payment Technology Gets Boost The notion of paying for thing by swiping a pay call near a cash broker earned another win Tuesday with the indication that Philips, wireless and a the rail corporation will begin trial of the technique late 2nd year.",calibration
"For 1,000 Troops, There Is No Going Home The roster of the dead in Iraq is a portrait of a military in transition, with ever-widening roles and costs for the country's part-time soldiers, women and Hispanics.","For i,millions Troops, leave Is No Going Home The roster of the dead in war is a mural of a military in transition, with ever-widening jobs and costs for the country's part-time veterans, females and Hispanics.",calibration
#39;Easy exit #39; clause hints at News Corp man #39;s Disney move The race to succeed Disney chief Michael Eisner took an intriguing turn yesterday when it emerged that a highranking Murdoch employee has signed a new contract making it easy for him to leave ... but only if he goes to Disney.,#39;opportunity option #36; clause hints at News to man #15;s the switch The search to succeed nintendo general jack Eisner did an interesting turn our when it emerged that a highranking Murdoch executive has signing a partner partnership which it easily for him to leave ... but only if he agrees to Disney.,calibration
Upsets shake up ACC Losses by Florida State and Miami leave Virginia Tech and Virginia in position to control their own destiny as they chase conference football title.,Upsets shake up acc Losses by Florida state and bu leave acc tech and grant in able to win their own future as they claim mac baseball title.,calibration
Cricket: Sinclair leads the charge Bangladesh fought back to snare three wickets for 25 runs as New Zealand reached 133 for four at tea on the second day of the opening test yesterday.,Cricket: Sinclair leads the team Bangladesh broke back to snare three centuries for 25 runs as New Zealand reached 133 for four at tea on the second day of the opening ashes day.,calibration
French court won #39;t force Apple to open up iTunes The French Competition Council has dismissed a case brought by Virgin #39;s French arm against Apple Computer for alleged abuse of market dominance.,French court won #39;t force Apple to open up amazon The French Competition Council has dismissed a case brought by Virgin #39;s French arm against Apple that for alleged abuse of market dominance.,calibration
Regulators Warn About Recalled Toys (AP) AP - A reminder from the government: check those holiday shopping lists to make sure no recalled children's toys are on them.,Regulators Warn About Recalled Toys (ap) to - A reminder from the government: check those holiday shopping lists to make sure no recalled children's toys are on them.,calibration
"Apple posts highest Q4 revenue in almost a decade Apple reported revenue for the quarter of \$2.35 billion, up 37 from the \$1.72 billion recorded during last year's fourth quarter.","Apple posts highest Q4 revenue in almost a decade Apple reported revenue for the quarter of \$2.35 bn, up rank from the \$9.96 s estimated during last year's sixth dollar.",calibration
"Lockheed Wins Navy Satellite Contract Worth \$3.3 Bln (Update2) Lockheed Martin Corp., the top US defense contractor, won a US Navy contract worth as much as \$3.3 billion to develop and build a group of satellites to provide communications for ground troops.","a Wins pacific Satellite Contract no \$3.2004 Bln (Update2) s Martin Corp., the the US space contractor, won a usa Navy contract contract as much as \$3.3 billion to develop and build a band of triangles to provide communication for military armies.",calibration
"Man Arrested in UK in Cisco Code Theft (AP) AP - A 20-year-old man has been arrested in England in the theft of the proprietary software blueprints used by Cisco Systems Inc.'s networking equipment, police and the company confirmed Friday.","Man Arrested in UK in a key Theft (AP) AP - A 20-year-old son has been found in England in the stole of the sensitive technology blueprints used by telephone Systems Inc.'s communications unit, police and the company confirmed Friday.",calibration
"AOL Creates Its Own Browsing Software As part of its reincarnation, America Online Inc. is creating its own software for browsing the Web and playing movies and songs. It's a question of staying relevant in an increasingly broadband world.","AOL is Its its Browsing Software while in of its reincarnation, America entertainment Inc. is having its own technology for browsing the network and reading movies and tunes. It's a question of stayed important in an emerging cable world.",calibration
"Notables With a 9:15 p.m. curfew imposed because of Hurricane Jeanne, Tampa Bay beat Toronto with 39 minutes to spare. Hoping to beat the storm, the Blue Jays were scheduled to leave Florida on a charter flight immediately after the loss. Today's series finale was canceled because of the hurricane, which was expected to hit Florida's east coast late yesterday or ...","Notables by a 9:15 p.m. curfew imposed because of Hurricane Jeanne, Tampa harbor drew Toronto with 39 minutes to spare. Hoping to top the storm, the Blue pilots were scheduled to leave Florida on a charter flight immediately after the disaster. Today's series finale was canceled because of the hurricane, which was expected to hit Florida's east mainland over yesterday or ...",calibration
"Goldberg: Seahawks Go From Top to Bottom (AP) AP - Three weeks ago, the Seattle Seahawks were considered in a class with New England and Philadelphia at the top of the NFL. Then 11 disastrous minutes against the Rams sent them into a free fall that hit bottom with a loss to the Cardinals.","Goldberg: Seahawks Go From Top to Bottom (by) history - Three yesterday ago, the Seattle chiefs were considered in a class with New england and canton at the top of the NFL. Then 13 disastrous seasons against the bears led them into a free fall that hit bottom with a loss to the Cardinals.",calibration
"Canada Eyes Internet Pharmacy Drug Supply to U.S. (Reuters) Reuters - Canada may have to toughen up rules on\Internet pharmacies' sales of medicines to the United States,\Industry Minister David Emerson said on Friday, amid public\concerns of shortages or price spikes despite controls.","Canada Eyes this Pharmacy Drug Supply to U.S. (Reuters) Reuters - Canada may have to toughen up rules on\international pharmacies' sales of medicines to the United States,\Industry Minister David Emerson said on Friday, amid public\concerns of shortages or price spikes despite controls.",calibration
"Quarterback is a question mark Yes, it #39;s only three games but some things are obvious early on. The Redskins are in serious trouble at quarterback. And trouble at quarterback might as well be a computer virus; it ruins everything, even the defense.","football is a question one Yes, it #36;s only three games but some features are noticeable early on. The potomac are in a trouble at quarterback. And trouble at qb so as not be a software plague; it destroys it, even the quarterback.",calibration
Pinochet Faces Tax Charges in Chile Chile's Internal Tax Service filed a criminal complaint against former ruler Augusto Pinochet after an investigation of his accounts at Riggs Bank in Washington. Riggs was not a subject of the complaint.,Pinochet Faces Tax Charges in profile Chile's official family Service reported a scandal report against last ruler Augusto Pinochet after an scrutiny of his account at Riggs account in Washington. Riggs was not a subject of the complaint.,calibration
"""Monster"" Waves Suprisingly Common, Satellites Show Rogue waves #151;eight or more stories or higher #151;are freaks of the ocean once thought to be tall tales told by sailors. But now scientists have satellite evidence that the massive upwellings are not only real but also fairly common.","""Monster"" Waves Suprisingly Common, observations Show Rogue waves #151;8 or more metres or high #151;are freaks of the marine once believed to be of the reported by sailors. But now investigators have little indication that the massive upwellings are not only genuine but was a common.",calibration
"Toxic chemical 'sold to N Korea' A South Korean company sold more than 100 tonnes of a nerve agent component to the North, South Korea says.","Toxic chemical 'sold to N Korea' A South Korean company sold more than 100 tonnes of a toxic agent component to the North, South Korea says.",calibration
Golf: Gallacher scales Dunhill Scotland's Stephen Gallacher wins his first title via a play-off in the Dunhill Links Championship at St Andrews.,a: Gallacher at Dunhill Scotland's Stephen Gallacher wins his first title via a play-off in the Dunhill Links Championship at St andrews.,calibration
"U.S. Wins Medley Relay The United States wins the men's 400-meter medley relay in world-record time Saturday night, giving Michael Phelps his record eighth medal of the Athens Olympics.","U.S. Wins in Relay The United us wins the men's 400-meter aquatic swim in world-record times all time, giving Michael Phelps his second sixth gold of the flame Olympics.",calibration
"Sun Capital putting Anchor on block (TheDeal.com) TheDeal.com - The Boca Raton, Fla., venture capital firm hopes to get #36;210 million or more for the teenage apparel retailer.","Sun Capital putting Anchor on block (TheDeal.com) TheDeal.com - The Boca Raton, Fla., investment capital firm hopes to get #36;210 million or more for the teenage apparel retailer.",calibration
Schumi pays tribute to Ferrari #39;s tifosi Michael Schumacher paid tribute to Ferrari #39;s legion of tifosi at Monza on Friday by wearing the colours of the Italian flag on his helmet.,Schumi pays tribute to martini #1939;s tifosi saint and tribute monument to Ferrari #1940;s battalion of tifosi at Monza on day by wearing the arms of the Italian republic on his helmet.,calibration
"Retailers Post Mediocre Holiday Sales Lucinda Antal, of Liverpool, England, right, tests lipstick shades on her hand at the Face store in New York Sunday Nov. 28, 2004, assissted by salesperson David Kalahiki.","stores Post Mediocre anniversary collections Lucinda Antal, of Liverpool, England, right, tests perfume lipstick on her hand at the Face store in New York Sunday Nov. 28, 2004, assissted by salesperson David Kalahiki.",calibration
"Sprint, Nextel Reportedly to Merge (AP) AP - Wall Street was abuzz Friday over a potential merger between Sprint and Nextel, though the companies declined to comment on a slew of news reports that they are negotiating to combine to create a celluar provider that would almost rival Cingular Wireless and Verizon Wireless in size.","of, Nextel said to Merge (AP) AP - Wall and was abuzz Friday over a suggested consolidation between Sprint and Nextel, but the lines denied to concern on a slew of news report that they are negotiated to combined to merge a celluar company that is half competitor Cingular in and Verizon in in size.",calibration
"Import Cars Need Parts, Too Generic auto parts retailers benefit from the explosion in the popularity of import car culture.","i Cars Need Parts, more Generic auto parts makers result from the explosion in the popularity of import car culture.",calibration
"Mateschitz wants Coulthard Red Bull owner Dietrich Mateschitz has thrown his support behind David Coulthard gaining a seat in his team in 2005. The former McLaren driver has impressed in testing and while Mateschitz, the man behind","Mateschitz supports Coulthard new works and Dietrich Mateschitz has flung his supporting beside richard Coulthard gaining a seat in his car in 2005. our former gp leader has been in trials and while Mateschitz, the person behind",calibration
"Belgian PM in Hospital After Car Overturns -Agency BRUSSELS (Reuters) - Belgian Prime Minister Guy Verhofstadt was being treated in hospital late on Tuesday after an accident in which his car overturned, but his life was not in danger, Belga news agency reported.","of me in Hospital After Car Overturns -Agency BRUSSELS (reuters) - Belgian minister ministry he Verhofstadt was being medical in medical during on friday after an race in which his auto motor, but his health was not in hazard, Belga the of reported.",calibration
"Reasons for U.S.C.'s No. 1 Ranking Run Deep With the race for the No. 2 slot in the B.C.S. standing intensifying between Oklahoma and Auburn, U.S.C. has solidified its status as the nation's top team.","Reasons for U.S.C.'s No. 1 Ranking Run Deep With the race for the No. 2 job in the B.s.S. ranking intensifying between alabama and alabama, U.S.C. has solidified its status as the nation's ranking team.",calibration
"Custom Software for Corporations While PeopleSoft continues to fend off Oracles takeover bid, a subplot is unfolding in the world of corporate software.","Custom driver for Corporations While PeopleSoft is to fend off Oracles bid bid, a subplot is unfolding in the world of corporate it.",calibration
"Ex-Disney President Ovitz Says Eisner Was Obstacle (Update4) Former Walt Disney Co. President Michael Ovitz defended his tenure in the job, testifying that efforts to improve and expand the No.","Ex-Disney President Ovitz Says Eisner Was a (Update4) Former walt nintendo inc. President mike Ovitz defended his time in the presidency, testifying that effort to upgrade and update the No.",calibration
Multiple sclerosis drug approved The Food and Drug Administration on Tuesday approved a drug for multiple sclerosis that has shown early evidence of being more effective than existing drugs.,Multiple sclerosis drug of from Food and Drug administration on the advisory a condom for multiple sclerosis that has identified early evidence of being more effective than existing drugs.,calibration
"Stocks Open Near Flat as Oil Near Record NEW YORK (Reuters) - U.S. stocks opened little changed on Monday as crude prices remain near their record highs, but early reports of victory for the Venezuelan president in a referendum on his rule eased fears about the country's oil exports.","shares in fast true as Oil around official news accounts (captured) - U.S. markets are little changes on the as crude prices remain near their high highs, but early report of victory for the venezuelan chavez in a congress on his rule eased fears about the country's oil exports.",calibration
"Q A: Sara Lee wrestles with RFID, looks for benefits Ray Hagedorn, an IT manager at Sara Lee Foods, said in an interview that the company is taking a 'slap and ship' approach to its use of RFID tags while it learns more about the technology and looks for ways the tags can provide business benefits.","Q A: Sara may wrestles with RFID, search for profits Ray Hagedorn, an it executive at s y Foods, said in an interview that the name is taken a 'rip and ship' model to its technology of RFID labels while it learns more about the technological and studies for how the codes can produce business benefits.",calibration
"Digital Gamble It #39;s buying biz news site MarketWatch, betting big on online content. But will its free offerings hurt its fee-based products?","Digital Gamble It #39;s purchasing biz news face MarketWatch, betting big on online content. But will its free offerings hurt its fee-based products?",calibration
"Fiat and GM in secret talks Fiat #39;s chief executive, Sergio Marchionne, yesterday pressed Rick Wagoner, General Motors chairman, to take over the struggling Italian group at secret talks.","Fiat and GM in secret meeting as #39;s chief executive, Sergio Marchionne, yesterday pressed Rick Wagoner, General sports chairman, to take over the struggling Italian group at secret talks.",calibration
"Stocks Rise as Oil Slips, Tech Rallies NEW YORK (Reuters) - U.S. stocks rose in a broad-based advance on Friday morning, as oil prices eased, data showed factory activity last month met economists' estimates and technology shares extended recent gains.","Stocks Rise as off Slips, Tech parades the world (bloomberg) - U.S. stocks grew in a broad-based growth on fridays midnight, as el prices eased, data showed industry activity last month met economists' estimates and technology shares extended recent gains.",calibration
"Advanced Neuromodulation takes stake in Cyberonics CHICAGO, Aug 20 (Reuters) - Advanced Neuromodulation Systems (ANSI.O: Quote, Profile, Research) on Friday said it took an equity stake in Cyberonics Inc. (CYBX.O: Quote, Profile, Research) and initiated discussions about combining the two companies.","Advanced Neuromodulation take venture in Cyberonics international, october 20 (Reuters) - intelligent Neuromodulation machines (ANSI.O: project, platform, researches) on the stated it took an company part in Cyberonics Inc. (CYBX.O: platform, testing, Research) and initiated discussions about combining the two companies.",calibration
"Givens and Patten are on receiving end of praise FOXBOROUGH -- With the injured Deion Branch and Troy Brown on the sidelines, it was time for David Givens and David Patten to step up.","Givens and Patten are on getting port of credits FOXBOROUGH -- With the injured Deion branch and fraser smith on the sidelines, it was blue for dave Givens and dave Patten to sign up.",calibration
